year,month,ts,fishery,metric,units,value,se
2001,8,199,12,catch,1,288.3,0.01
2001,11,200,12,catch,1,1.7,0.01
2002,2,201,12,catch,1,0.5,0.01
2002,5,202,12,catch,1,276.5,0.01
2002,8,203,12,catch,1,774.4,0.01
2002,11,204,12,catch,1,43.4,0.01
2003,2,205,12,catch,1,0.5,0.01
2003,5,206,12,catch,1,261.8,0.01
2003,8,207,12,catch,1,943.7,0.01
2003,11,208,12,catch,1,231.3,0.01
2004,2,209,12,catch,1,27.5,0.01
2004,5,210,12,catch,1,921,0.01
2004,8,211,12,catch,1,320.4,0.01
2004,11,212,12,catch,1,2.7,0.01
2005,2,213,12,catch,1,2.5,0.01
2005,5,214,12,catch,1,372.5,0.01
2005,8,215,12,catch,1,194.7,0.01
2005,11,216,12,catch,1,40.7,0.01
2006,2,217,12,catch,1,13.1,0.01
2006,5,218,12,catch,1,757.8,0.01
2006,8,219,12,catch,1,409.6,0.01
2006,11,220,12,catch,1,13.6,0.01
2007,2,221,12,catch,1,2.9,0.01
2007,5,222,12,catch,1,1378.5,0.01
2007,8,223,12,catch,1,608.4,0.01
2007,11,224,12,catch,1,3,0.01
2008,2,225,12,catch,1,1.1,0.01
2008,5,226,12,catch,1,128.7,0.01
2008,8,227,12,catch,1,281.2,0.01
2008,11,228,12,catch,1,1.1,0.01
2009,5,230,12,catch,1,210,0.01
2009,8,231,12,catch,1,146.4,0.01
2009,11,232,12,catch,1,13.3,0.01
2010,2,233,12,catch,1,33.8,0.01
2010,5,234,12,catch,1,176.5,0.01
2010,8,235,12,catch,1,299.2,0.01
2010,11,236,12,catch,1,33.7,0.01
2011,2,237,12,catch,1,0.5,0.01
2011,5,238,12,catch,1,233.5,0.01
2011,8,239,12,catch,1,358.1,0.01
2011,11,240,12,catch,1,38.7,0.01
2012,2,241,12,catch,1,0.5,0.01
2012,5,242,12,catch,1,231.3,0.01
2012,8,243,12,catch,1,413.5,0.01
2012,11,244,12,catch,1,0.5,0.01
2013,2,245,12,catch,1,10.8,0.01
2013,5,246,12,catch,1,353,0.01
2013,8,247,12,catch,1,161.8,0.01
2013,11,248,12,catch,1,0.5,0.01
2014,2,249,12,catch,1,0.5,0.01
2014,5,250,12,catch,1,481.7,0.01
2014,8,251,12,catch,1,436.1,0.01
2014,11,252,12,catch,1,0.5,0.01
2015,5,254,12,catch,1,251.8,0.01
2015,8,255,12,catch,1,104.6,0.01
2015,11,256,12,catch,1,0.5,0.01
2016,2,257,12,catch,1,1.1,0.01
2016,5,258,12,catch,1,90.1,0.01
2016,8,259,12,catch,1,18.6,0.01
2016,11,260,12,catch,1,0.5,0.01
2017,2,261,12,catch,1,0.5,0.01
2017,5,262,12,catch,1,178.3,0.01
2017,8,263,12,catch,1,239.1,0.01
2017,11,264,12,catch,1,5.2,0.01
2018,2,265,12,catch,1,-1,0.01
2018,5,266,12,catch,1,317.1,0.01
2018,8,267,12,catch,1,22,0.01
2018,11,268,12,catch,1,3.3,0.01
1952,2,1,13,catch,1,14.2,0.01
1952,5,2,13,catch,1,1911.3,0.01
1952,8,3,13,catch,1,172.5,0.01
1952,11,4,13,catch,1,1.4,0.01
1953,2,5,13,catch,1,16.3,0.01
1953,5,6,13,catch,1,2184.3,0.01
1953,8,7,13,catch,1,197.2,0.01
1953,11,8,13,catch,1,1.6,0.01
1954,2,9,13,catch,1,14.2,0.01
1954,5,10,13,catch,1,1911.3,0.01
1954,8,11,13,catch,1,172.5,0.01
1954,11,12,13,catch,1,1.4,0.01
1955,2,13,13,catch,1,27.1,0.01
1955,5,14,13,catch,1,3640.5,0.01
1955,8,15,13,catch,1,328.6,0.01
1955,11,16,13,catch,1,2.7,0.01
1956,2,17,13,catch,1,29.8,0.01
1956,5,18,13,catch,1,4004.5,0.01
1956,8,19,13,catch,1,361.5,0.01
1956,11,20,13,catch,1,3,0.01
1957,2,21,13,catch,1,35.3,0.01
1957,5,22,13,catch,1,4732.6,0.01
1957,8,23,13,catch,1,427.2,0.01
1957,11,24,13,catch,1,3.6,0.01
1958,2,25,13,catch,1,28.5,0.01
1958,5,26,13,catch,1,3822.6,0.01
1958,8,27,13,catch,1,345,0.01
1958,11,28,13,catch,1,2.9,0.01
1959,2,29,13,catch,1,11.5,0.01
1959,5,30,13,catch,1,1547.2,0.01
1959,8,31,13,catch,1,139.7,0.01
1959,11,32,13,catch,1,1.2,0.01
1960,2,33,13,catch,1,5.6,0.01
1960,5,34,13,catch,1,863.1,0.01
1960,8,35,13,catch,1,609.5,0.01
1960,11,36,13,catch,1,21.7,0.01
1961,2,37,13,catch,1,6.8,0.01
1961,5,38,13,catch,1,1035.7,0.01
1961,8,39,13,catch,1,731.4,0.01
1961,11,40,13,catch,1,26.1,0.01
1962,2,41,13,catch,1,3,0.01
1962,5,42,13,catch,1,460.3,0.01
1962,8,43,13,catch,1,325.1,0.01
1962,11,44,13,catch,1,11.6,0.01
1963,2,45,13,catch,1,6.8,0.01
1963,5,46,13,catch,1,1035.7,0.01
1963,8,47,13,catch,1,731.4,0.01
1963,11,48,13,catch,1,26.1,0.01
1964,2,49,13,catch,1,4.3,0.01
1964,5,50,13,catch,1,657.7,0.01
1964,8,51,13,catch,1,464.5,0.01
1964,11,52,13,catch,1,16.6,0.01
1965,2,53,13,catch,1,4.7,0.01
1965,5,54,13,catch,1,721.6,0.01
1965,8,55,13,catch,1,509.6,0.01
1965,11,56,13,catch,1,18.2,0.01
1966,2,57,13,catch,1,4.2,0.01
1966,5,58,13,catch,1,637.6,0.01
1966,8,59,13,catch,1,450.2,0.01
1966,11,60,13,catch,1,16.1,0.01
1967,2,61,13,catch,1,10.5,0.01
1967,5,62,13,catch,1,1612.9,0.01
1967,8,63,13,catch,1,1139,0.01
1967,11,64,13,catch,1,40.6,0.01
1968,2,65,13,catch,1,8.5,0.01
1968,5,66,13,catch,1,1307.3,0.01
1968,8,67,13,catch,1,923.2,0.01
1968,11,68,13,catch,1,32.9,0.01
1969,2,69,13,catch,1,425,0.01
1969,5,70,13,catch,1,1382.5,0.01
1969,8,71,13,catch,1,1099.3,0.01
1969,11,72,13,catch,1,443,0.01
1970,2,73,13,catch,1,403.2,0.01
1970,5,74,13,catch,1,1311.6,0.01
1970,8,75,13,catch,1,1043,0.01
1970,11,76,13,catch,1,420.3,0.01
1971,2,77,13,catch,1,236.3,0.01
1971,5,78,13,catch,1,768.5,0.01
1971,8,79,13,catch,1,611.1,0.01
1971,11,80,13,catch,1,246.3,0.01
1972,2,81,13,catch,1,51.9,0.01
1972,5,82,13,catch,1,328.3,0.01
1972,8,83,13,catch,1,226.6,0.01
1972,11,84,13,catch,1,59.9,0.01
1973,2,85,13,catch,1,50.6,0.01
1973,5,86,13,catch,1,436.9,0.01
1973,8,87,13,catch,1,256.5,0.01
1973,11,88,13,catch,1,33.7,0.01
1974,2,89,13,catch,1,36.9,0.01
1974,5,90,13,catch,1,365.8,0.01
1974,8,91,13,catch,1,187,0.01
1974,11,92,13,catch,1,25.4,0.01
1975,2,93,13,catch,1,46.6,0.01
1975,5,94,13,catch,1,458.9,0.01
1975,8,95,13,catch,1,217,0.01
1975,11,96,13,catch,1,20.4,0.01
1976,2,97,13,catch,1,113.4,0.01
1976,5,98,13,catch,1,1741.1,0.01
1976,8,99,13,catch,1,660.7,0.01
1976,11,100,13,catch,1,21.8,0.01
1977,2,101,13,catch,1,68.6,0.01
1977,5,102,13,catch,1,1121.5,0.01
1977,8,103,13,catch,1,325.8,0.01
1977,11,104,13,catch,1,22.4,0.01
1978,2,105,13,catch,1,73,0.01
1978,5,106,13,catch,1,1694.8,0.01
1978,8,107,13,catch,1,473.9,0.01
1978,11,108,13,catch,1,16.8,0.01
1979,2,109,13,catch,1,49.5,0.01
1979,5,110,13,catch,1,1054.8,0.01
1979,8,111,13,catch,1,281.2,0.01
1979,11,112,13,catch,1,47.2,0.01
1980,2,113,13,catch,1,27.8,0.01
1980,5,114,13,catch,1,608.4,0.01
1980,8,115,13,catch,1,201.4,0.01
1980,11,116,13,catch,1,21,0.01
1981,2,117,13,catch,1,91.9,0.01
1981,5,118,13,catch,1,793,0.01
1981,8,119,13,catch,1,340.3,0.01
1981,11,120,13,catch,1,23.2,0.01
1982,2,121,13,catch,1,177.6,0.01
1982,5,122,13,catch,1,1099.5,0.01
1982,8,123,13,catch,1,343.4,0.01
1982,11,124,13,catch,1,32.8,0.01
1983,2,125,13,catch,1,70.4,0.01
1983,5,126,13,catch,1,1350.3,0.01
1983,8,127,13,catch,1,511.9,0.01
1983,11,128,13,catch,1,51.3,0.01
1984,2,129,13,catch,1,50.1,0.01
1984,5,130,13,catch,1,1009.7,0.01
1984,8,131,13,catch,1,1004.3,0.01
1984,11,132,13,catch,1,69.8,0.01
1985,2,133,13,catch,1,156.6,0.01
1985,5,134,13,catch,1,1457.4,0.01
1985,8,135,13,catch,1,765.9,0.01
1985,11,136,13,catch,1,75.1,0.01
1986,2,137,13,catch,1,130,0.01
1986,5,138,13,catch,1,1075.2,0.01
1986,8,139,13,catch,1,679.2,0.01
1986,11,140,13,catch,1,119.9,0.01
1987,2,141,13,catch,1,148.9,0.01
1987,5,142,13,catch,1,1188.9,0.01
1987,8,143,13,catch,1,658,0.01
1987,11,144,13,catch,1,90.5,0.01
1988,2,145,13,catch,1,276,0.01
1988,5,146,13,catch,1,1427.8,0.01
1988,8,147,13,catch,1,1298.3,0.01
1988,11,148,13,catch,1,259.8,0.01
1989,2,149,13,catch,1,499.1,0.01
1989,5,150,13,catch,1,1879,0.01
1989,8,151,13,catch,1,987.6,0.01
1989,11,152,13,catch,1,230.5,0.01
1990,2,153,13,catch,1,341,0.01
1990,5,154,13,catch,1,1515.3,0.01
1990,8,155,13,catch,1,1154.2,0.01
1990,11,156,13,catch,1,122.9,0.01
1991,2,157,13,catch,1,210.4,0.01
1991,5,158,13,catch,1,598.9,0.01
1991,8,159,13,catch,1,337.8,0.01
1991,11,160,13,catch,1,51.3,0.01
1992,2,161,13,catch,1,159.3,0.01
1992,5,162,13,catch,1,427.3,0.01
1992,8,163,13,catch,1,379,0.01
1992,11,164,13,catch,1,89.9,0.01
1993,2,165,13,catch,1,118.2,0.01
1993,5,166,13,catch,1,815.9,0.01
1993,8,167,13,catch,1,489.9,0.01
1993,11,168,13,catch,1,124.3,0.01
1994,2,169,13,catch,1,123.1,0.01
1994,5,170,13,catch,1,939.2,0.01
1994,8,171,13,catch,1,916.4,0.01
1994,11,172,13,catch,1,159,0.01
1995,2,173,13,catch,1,251.8,0.01
1995,5,174,13,catch,1,1674.9,0.01
1995,8,175,13,catch,1,739.8,0.01
1995,11,176,13,catch,1,156.2,0.01
1996,2,177,13,catch,1,228,0.01
1996,5,178,13,catch,1,1093,0.01
1996,8,179,13,catch,1,1415.6,0.01
1996,11,180,13,catch,1,193.3,0.01
1997,2,181,13,catch,1,218,0.01
1997,5,182,13,catch,1,1413.8,0.01
1997,8,183,13,catch,1,1031.3,0.01
1997,11,184,13,catch,1,103.3,0.01
1998,2,185,13,catch,1,142.1,0.01
1998,5,186,13,catch,1,770.8,0.01
1998,8,187,13,catch,1,392,0.01
1998,11,188,13,catch,1,203.3,0.01
1999,2,189,13,catch,1,180.1,0.01
1999,5,190,13,catch,1,546.7,0.01
1999,8,191,13,catch,1,257,0.01
1999,11,192,13,catch,1,114,0.01
2000,2,193,13,catch,1,303.2,0.01
2000,5,194,13,catch,1,979.7,0.01
2000,8,195,13,catch,1,487.8,0.01
2000,11,196,13,catch,1,125.1,0.01
2001,2,197,13,catch,1,101.7,0.01
2001,5,198,13,catch,1,748.5,0.01
2001,8,199,13,catch,1,434.1,0.01
2001,11,200,13,catch,1,89.3,0.01
2002,2,201,13,catch,1,57,0.01
2002,5,202,13,catch,1,1103.3,0.01
2002,8,203,13,catch,1,482.7,0.01
2002,11,204,13,catch,1,82.6,0.01
2003,2,205,13,catch,1,42.5,0.01
2003,5,206,13,catch,1,526.7,0.01
2003,8,207,13,catch,1,189.4,0.01
2003,11,208,13,catch,1,46.1,0.01
2004,2,209,13,catch,1,165.9,0.01
2004,5,210,13,catch,1,2099.5,0.01
2004,8,211,13,catch,1,769.5,0.01
2004,11,212,13,catch,1,43,0.01
2005,2,213,13,catch,1,156.2,0.01
2005,5,214,13,catch,1,891.2,0.01
2005,8,215,13,catch,1,204.4,0.01
2005,11,216,13,catch,1,41.2,0.01
2006,2,217,13,catch,1,76.8,0.01
2006,5,218,13,catch,1,1887.5,0.01
2006,8,219,13,catch,1,1652.5,0.01
2006,11,220,13,catch,1,113.8,0.01
2007,2,221,13,catch,1,101.6,0.01
2007,5,222,13,catch,1,925.4,0.01
2007,8,223,13,catch,1,857.8,0.01
2007,11,224,13,catch,1,75.3,0.01
2008,2,225,13,catch,1,92.4,0.01
2008,5,226,13,catch,1,662.3,0.01
2008,8,227,13,catch,1,740.8,0.01
2008,11,228,13,catch,1,61.3,0.01
2009,2,229,13,catch,1,99,0.01
2009,5,230,13,catch,1,944.9,0.01
2009,8,231,13,catch,1,418.8,0.01
2009,11,232,13,catch,1,59.7,0.01
2010,2,233,13,catch,1,152.1,0.01
2010,5,234,13,catch,1,1481.1,0.01
2010,8,235,13,catch,1,654.5,0.01
2010,11,236,13,catch,1,77.4,0.01
2011,2,237,13,catch,1,37.7,0.01
2011,5,238,13,catch,1,964.1,0.01
2011,8,239,13,catch,1,1227.3,0.01
2011,11,240,13,catch,1,85.6,0.01
2012,2,241,13,catch,1,77.1,0.01
2012,5,242,13,catch,1,1046.6,0.01
2012,8,243,13,catch,1,887.1,0.01
2012,11,244,13,catch,1,73.8,0.01
2013,2,245,13,catch,1,118,0.01
2013,5,246,13,catch,1,1477.2,0.01
2013,8,247,13,catch,1,722.8,0.01
2013,11,248,13,catch,1,36.3,0.01
2014,2,249,13,catch,1,77.2,0.01
2014,5,250,13,catch,1,1340.2,0.01
2014,8,251,13,catch,1,1171.9,0.01
2014,11,252,13,catch,1,52.8,0.01
2015,2,253,13,catch,1,50.7,0.01
2015,5,254,13,catch,1,430.3,0.01
2015,8,255,13,catch,1,205.9,0.01
2015,11,256,13,catch,1,89.9,0.01
2016,2,257,13,catch,1,34.9,0.01
2016,5,258,13,catch,1,551.3,0.01
2016,8,259,13,catch,1,364.5,0.01
2016,11,260,13,catch,1,45.8,0.01
2017,2,261,13,catch,1,145.6,0.01
2017,5,262,13,catch,1,693.6,0.01
2017,8,263,13,catch,1,399.7,0.01
2017,11,264,13,catch,1,109.1,0.01
2018,2,265,13,catch,1,92.3,0.01
2018,5,266,13,catch,1,957.8,0.01
2018,8,267,13,catch,1,275.3,0.01
2018,11,268,13,catch,1,65.6,0.01
1972,2,81,14,catch,1,217.5,0.01
1972,5,82,14,catch,1,12.2,0.01
1972,8,83,14,catch,1,24.7,0.01
1972,11,84,14,catch,1,369.4,0.01
1973,2,85,14,catch,1,189.2,0.01
1973,5,86,14,catch,1,110.4,0.01
1973,8,87,14,catch,1,16.8,0.01
1973,11,88,14,catch,1,43.6,0.01
1974,2,89,14,catch,1,131.4,0.01
1974,5,90,14,catch,1,25,0.01
1974,8,91,14,catch,1,38,0.01
1974,11,92,14,catch,1,32.2,0.01
1975,2,93,14,catch,1,110.7,0.01
1975,5,94,14,catch,1,1.3,0.01
1975,8,95,14,catch,1,66.1,0.01
1975,11,96,14,catch,1,95.1,0.01
1976,2,97,14,catch,1,38.3,0.01
1976,5,98,14,catch,1,51.1,0.01
1976,8,99,14,catch,1,167.9,0.01
1976,11,100,14,catch,1,270.6,0.01
1977,2,101,14,catch,1,102.8,0.01
1977,5,102,14,catch,1,105.8,0.01
1977,8,103,14,catch,1,160.1,0.01
1977,11,104,14,catch,1,341.6,0.01
1978,2,105,14,catch,1,149.9,0.01
1978,5,106,14,catch,1,46.2,0.01
1978,8,107,14,catch,1,34.3,0.01
1978,11,108,14,catch,1,77,0.01
1979,2,109,14,catch,1,76.2,0.01
1979,5,110,14,catch,1,54.4,0.01
1979,8,111,14,catch,1,71,0.01
1979,11,112,14,catch,1,231.8,0.01
1980,2,113,14,catch,1,374.1,0.01
1980,5,114,14,catch,1,237.7,0.01
1980,8,115,14,catch,1,220.2,0.01
1980,11,116,14,catch,1,341.4,0.01
1981,2,117,14,catch,1,280.9,0.01
1981,5,118,14,catch,1,271.3,0.01
1981,8,119,14,catch,1,260.6,0.01
1981,11,120,14,catch,1,270.1,0.01
1982,2,121,14,catch,1,365.5,0.01
1982,5,122,14,catch,1,340.7,0.01
1982,8,123,14,catch,1,284.1,0.01
1982,11,124,14,catch,1,413.2,0.01
1983,2,125,14,catch,1,355.4,0.01
1983,5,126,14,catch,1,316.3,0.01
1983,8,127,14,catch,1,365.5,0.01
1983,11,128,14,catch,1,316.8,0.01
1984,2,129,14,catch,1,395.7,0.01
1984,5,130,14,catch,1,346.8,0.01
1984,8,131,14,catch,1,330,0.01
1984,11,132,14,catch,1,342.7,0.01
1985,2,133,14,catch,1,416.8,0.01
1985,5,134,14,catch,1,403.3,0.01
1985,8,135,14,catch,1,361.4,0.01
1985,11,136,14,catch,1,428,0.01
1986,2,137,14,catch,1,479.7,0.01
1986,5,138,14,catch,1,396,0.01
1986,8,139,14,catch,1,378.4,0.01
1986,11,140,14,catch,1,381.5,0.01
1987,2,141,14,catch,1,438.6,0.01
1987,5,142,14,catch,1,425,0.01
1987,8,143,14,catch,1,425,0.01
1987,11,144,14,catch,1,465.9,0.01
1988,2,145,14,catch,1,526.6,0.01
1988,5,146,14,catch,1,535.6,0.01
1988,8,147,14,catch,1,504.2,0.01
1988,11,148,14,catch,1,536.4,0.01
1989,2,149,14,catch,1,572.4,0.01
1989,5,150,14,catch,1,547.6,0.01
1989,8,151,14,catch,1,552.7,0.01
1989,11,152,14,catch,1,562.7,0.01
1990,2,153,14,catch,1,655.1,0.01
1990,5,154,14,catch,1,648.7,0.01
1990,8,155,14,catch,1,627.5,0.01
1990,11,156,14,catch,1,639.9,0.01
1991,2,157,14,catch,1,641.8,0.01
1991,5,158,14,catch,1,642.3,0.01
1991,8,159,14,catch,1,641.8,0.01
1991,11,160,14,catch,1,656.4,0.01
1992,2,161,14,catch,1,760.3,0.01
1992,5,162,14,catch,1,738.3,0.01
1992,8,163,14,catch,1,738,0.01
1992,11,164,14,catch,1,749.3,0.01
1993,2,165,14,catch,1,680.1,0.01
1993,5,166,14,catch,1,696.8,0.01
1993,8,167,14,catch,1,676.1,0.01
1993,11,168,14,catch,1,688.5,0.01
1994,2,169,14,catch,1,762.3,0.01
1994,5,170,14,catch,1,753.7,0.01
1994,8,171,14,catch,1,749.7,0.01
1994,11,172,14,catch,1,773.2,0.01
1995,2,173,14,catch,1,822.5,0.01
1995,5,174,14,catch,1,862.2,0.01
1995,8,175,14,catch,1,799.1,0.01
1995,11,176,14,catch,1,824.4,0.01
1996,2,177,14,catch,1,1258.3,0.01
1996,5,178,14,catch,1,1245.1,0.01
1996,8,179,14,catch,1,1240,0.01
1996,11,180,14,catch,1,1248.6,0.01
1997,2,181,14,catch,1,930.3,0.01
1997,5,182,14,catch,1,926.7,0.01
1997,8,183,14,catch,1,922.7,0.01
1997,11,184,14,catch,1,929.7,0.01
1998,2,185,14,catch,1,1229.2,0.01
1998,5,186,14,catch,1,1218.2,0.01
1998,8,187,14,catch,1,1218.2,0.01
1998,11,188,14,catch,1,1218.2,0.01
1999,2,189,14,catch,1,1157.1,0.01
1999,5,190,14,catch,1,1159,0.01
1999,8,191,14,catch,1,1156.3,0.01
1999,11,192,14,catch,1,1159,0.01
2000,2,193,14,catch,1,1231.5,0.01
2000,5,194,14,catch,1,1230.8,0.01
2000,8,195,14,catch,1,1230.3,0.01
2000,11,196,14,catch,1,1230.3,0.01
2001,2,197,14,catch,1,1133,0.01
2001,5,198,14,catch,1,1132,0.01
2001,8,199,14,catch,1,1132,0.01
2001,11,200,14,catch,1,1132,0.01
2002,2,201,14,catch,1,1088.2,0.01
2002,5,202,14,catch,1,1089.1,0.01
2002,8,203,14,catch,1,1088.1,0.01
2002,11,204,14,catch,1,1101.5,0.01
2003,2,205,14,catch,1,1140.1,0.01
2003,5,206,14,catch,1,1116.8,0.01
2003,8,207,14,catch,1,1109.8,0.01
2003,11,208,14,catch,1,1117.8,0.01
2004,2,209,14,catch,1,1472.2,0.01
2004,5,210,14,catch,1,1473.3,0.01
2004,8,211,14,catch,1,1461.3,0.01
2004,11,212,14,catch,1,1461.3,0.01
2005,2,213,14,catch,1,1382.8,0.01
2005,5,214,14,catch,1,1379.3,0.01
2005,8,215,14,catch,1,1379.3,0.01
2005,11,216,14,catch,1,1383.3,0.01
2006,2,217,14,catch,1,1528.1,0.01
2006,5,218,14,catch,1,1508.1,0.01
2006,8,219,14,catch,1,1490.2,0.01
2006,11,220,14,catch,1,1490.2,0.01
2007,2,221,14,catch,1,1320.5,0.01
2007,5,222,14,catch,1,1321,0.01
2007,8,223,14,catch,1,1320.5,0.01
2007,11,224,14,catch,1,1331.5,0.01
2008,2,225,14,catch,1,1903.1,0.01
2008,5,226,14,catch,1,1910.6,0.01
2008,8,227,14,catch,1,1899.5,0.01
2008,11,228,14,catch,1,1905,0.01
2009,2,229,14,catch,1,1589.9,0.01
2009,5,230,14,catch,1,1582,0.01
2009,8,231,14,catch,1,1582.5,0.01
2009,11,232,14,catch,1,1582,0.01
2010,2,233,14,catch,1,1161.3,0.01
2010,5,234,14,catch,1,1162.3,0.01
2010,8,235,14,catch,1,1161.3,0.01
2010,11,236,14,catch,1,1167,0.01
2011,2,237,14,catch,1,836,0.01
2011,5,238,14,catch,1,838.1,0.01
2011,8,239,14,catch,1,827,0.01
2011,11,240,14,catch,1,828,0.01
2012,2,241,14,catch,1,458.5,0.01
2012,5,242,14,catch,1,454.3,0.01
2012,8,243,14,catch,1,454.8,0.01
2012,11,244,14,catch,1,470.1,0.01
2013,2,245,14,catch,1,672,0.01
2013,5,246,14,catch,1,646.9,0.01
2013,8,247,14,catch,1,646.4,0.01
2013,11,248,14,catch,1,650.8,0.01
2014,2,249,14,catch,1,520.9,0.01
2014,5,250,14,catch,1,521.9,0.01
2014,8,251,14,catch,1,513.2,0.01
2014,11,252,14,catch,1,513.2,0.01
2015,2,253,14,catch,1,1229.5,0.01
2015,5,254,14,catch,1,1226.6,0.01
2015,8,255,14,catch,1,1226.6,0.01
2015,11,256,14,catch,1,1227.1,0.01
2016,2,257,14,catch,1,731.3,0.01
2016,5,258,14,catch,1,729.8,0.01
2016,8,259,14,catch,1,729.8,0.01
2016,11,260,14,catch,1,744,0.01
2017,2,261,14,catch,1,209,0.01
2017,5,262,14,catch,1,204.7,0.01
2017,8,263,14,catch,1,204.7,0.01
2017,11,264,14,catch,1,204.7,0.01
2018,2,265,14,catch,1,685.5,0.01
2018,5,266,14,catch,1,684,0.01
2018,8,267,14,catch,1,681.7,0.01
2018,11,268,14,catch,1,680.7,0.01
